name,number_female,number_male,prob_female,prob_male,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
Abbye,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Abbygail,1886,0,1,0,0,26,44,45,400,0,0,0,0,107,103,0,0,0,61,35,0,60,53,0,0,0,46,26,63,24,0,67,0,0,0,0,0,0,58,77,32,13,22,0,39,0,78,356,24,0,0,27,0,0,0
Abbygale,112,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,68,0,0,0,0,6,0,0
Abbygayle,18,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Abcde,224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0
Abdalla,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdallah,0,301,0,1,0,0,0,0,35,0,0,0,0,15,0,0,0,0,65,0,0,0,5,0,0,0,6,5,0,0,0,0,0,0,0,18,0,0,74,38,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
Abdel,0,30,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Abdelrahman,0,72,0,1,0,0,0,0,11,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdi,0,16,0,0.9612403100775194,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Abdias,0,100,0,1,0,0,0,0,32,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
Abdiaziz,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdiel,0,2501,0,1,0,0,0,132,543,44,13,0,0,277,54,0,0,0,75,0,6,0,0,54,6,0,6,0,0,0,0,54,0,0,0,80,28,0,164,0,0,17,85,0,0,0,13,831,0,0,0,13,6,0,0
Abdifatah,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdihafid,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdikadir,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdimalik,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdinasir,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdiqani,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdirahim,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdirahman,0,917,0,1,0,0,0,6,32,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,16,0,0,0,0,71,0,0,0
Abdirizak,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdishakur,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdo,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdon,0,28,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Abdou,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoul,0,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye,0,283,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulie,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdul,0,3803,0,1,0,10,0,0,422,0,5,47,0,138,68,0,0,0,175,0,0,0,17,21,189,0,129,0,7,0,0,34,0,0,0,536,0,0,1131,55,0,0,434,0,10,0,10,169,0,190,0,6,0,0,0
Abdulahi,0,166,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Abdulai,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdulaziz,0,241,0,1,0,0,0,0,59,0,0,0,0,21,0,0,0,0,0,11,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,32,21,0,5,14,0,0,0,0,47,0,17,0,0,0,0,0
Abdulla,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdullah,0,4504,0,1,0,6,0,16,581,31,38,0,0,186,85,0,0,0,349,23,7,0,18,65,125,0,290,44,38,0,0,65,0,0,0,381,0,0,861,190,6,6,263,0,5,0,24,471,0,244,0,74,7,5,0
Abdullahi,0,686,0,1,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,395,11,0,0,0,0,5,0,0,0,0,0,135,0,0,0,0,0,0,10,0,0,0,0,88,0,0,0
Abdulmalik,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0
Abdulrahman,0,786,0,1,0,0,0,0,170,0,0,0,0,13,10,0,0,0,63,0,0,0,0,10,16,0,97,36,5,0,0,0,0,0,0,22,0,0,114,40,0,0,10,0,0,0,5,120,0,42,0,13,0,0,0
Abdur,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Abdurahman,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdurrahman,0,124,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,0
Abe,0,3918,0,1,0,185,5,0,108,10,0,0,0,23,132,0,12,0,211,6,15,36,170,5,0,0,31,17,23,182,0,16,0,0,0,185,6,0,1658,229,5,0,268,0,28,0,70,266,0,11,0,0,0,5,0
Abeeha,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abeer,32,0,0.9514018691588784,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abegail,37,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Abel,0,40545,0,0.9975946948409576,31,138,188,1609,11227,826,71,31,18,1197,585,83,190,117,1611,389,260,203,223,280,259,90,604,324,319,73,40,599,42,130,52,365,991,365,1421,502,319,405,436,7,142,55,366,11599,156,396,20,734,326,96,35
Abelardo,0,3035,0,1,0,0,0,131,859,0,0,0,0,16,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1963,0,0,0,0,0,0,0
Abelina,108,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0
Abelino,0,265,0,1,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0
Abella,187,0,1,0,0,0,0,5,100,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0
Abena,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Abenezer,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Abeni,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Aberdeen,16,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Abhay,0,167,0,1,0,0,0,0,97,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,18,0,8,0,5,0,0,0
Abhi,0,6,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhijot,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhimanyu,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhinav,0,867,0,1,0,0,0,0,301,0,0,0,0,11,18,0,0,0,69,0,0,0,0,11,11,0,56,6,0,0,0,0,0,0,0,146,0,0,27,0,0,0,22,0,0,0,0,122,0,56,0,11,0,0,0
Abhiram,0,240,0,1,0,0,0,0,107,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,36,0,20,0,0,0,0,0
Abhishek,0,213,0,1,0,0,0,0,98,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,41,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Abi,16,0,0.9546391752577321,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Abid,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abie,0,34,0,0.9049645390070922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abiel,0,429,0,0.9774066797642436,0,0,0,0,108,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,29,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0
Abigael,449,0,0.9968071519795658,0,0,0,0,0,77,0,0,0,0,77,5,0,0,0,41,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,7,0,0,83,12,0,0,22,0,0,0,0,84,0,5,0,6,0,0,0
Abigaelle,49,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abigail,330711,114,0.9981794266240172,0,752,4136,2796,5510,15685.5,5396,4160,414.5,1003,13710,9665,711,4325,1725,15561,9985,3867,2722.5,3877,9274,5958,2215,11200,7330,8367,1926,946,9713,899,2241,2163,8028,1534,1773,17984,16343,3833,3923,7734,1293,3987,900,7647,30038,4342,9097,927,6564,7184,2393,511
Abigaile,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Abigal,39,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0
Abigale,3666,0,1,0,0,37,42,54,340,66,11,0,0,214,135,0,20,20,162,126,40,93,30,71,17,0,167,71,164,0,0,141,0,6,0,32,0,5,175,241,51,24,209,0,35,0,138,382,53,82,0,107,95,5,5
Abigayl,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abigayle,4231,5,0.9991298294465716,0,0,80,24,60,325,82,5,0,0,240,160,0,36,0,199,167,22,78,66,76,79,22,183,47,168,18,0,145,0,5,5,49,0,6,146,233,111,56,234,5,59,0,152,434,68,122,0,82,92,12,5
Abiha,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abilene,243,0,1,0,0,0,0,0,135,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0
Abimael,0,340,0,1,0,0,0,5,183,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,31,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
Abiola,5,0,0.7684210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abir,0,33,0,0.7302052785923754,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abisai,5,347,0,0.9682539682539684,0,0,0,0,107,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0
Able,0,88,0,1,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,40,0,0,0,0,0,0,0
Abner,0,3303,0,1,0,55,11,23,772,12,0,0,0,193,128,0,0,0,73,11,0,22,36,44,48,0,0,12,0,13,0,146,0,0,0,35,5,0,444,5,0,0,400,0,0,0,29,701,0,59,0,21,5,0,0
Abou,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aboubacar,0,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aboubakar,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abra,67,0,1,0,0,0,0,0,31,0,0,0,0,5,0,0,0,0,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Abraham,11,76508,0,0.9975810583763302,53,942,239,2034,8381,966,468,130,10,2634,1519,738,349,155,2699,753,362,211,647,1227,583,65,1279,697,388,512,15,1156,0,226,32,2027,503,533,7655.5,1065,364,651,1974,96,1819,18,433,10633,500,919,5,1037,738,37,5
Abrahan,0,390,0,1,0,0,0,0,325,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
Abrahim,0,51,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Abrahm,0,53,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
Abram,0,10370,0,1,0,106,66,320,1453,151,5,0,0,288,305,0,140,48,376,342,150,171,264,49,53,30,277,149,182,43,0,333,22,58,11,95,105,22,384,409,111,130,827,0,59,14,252,1839,169,147,0,182,185,48,0
Abran,0,991,0,1,0,0,0,25,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0
Abrar,55,90,0.5257575757575758,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Abreanna,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abree,64,0,1,0,0,0,6,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
Abrham,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abri,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Abria,121,0,1,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,28,0,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,5,0,0,10,0,0,0,5,0,5,0,0,10,0,5,0,0,0,0,0
Abrian,0,27,0,0.9823943661971832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
Abriana,1031,0,1,0,0,0,0,49,249,23,0,0,0,102,10,0,0,0,48,10,6,0,0,5,0,0,23,6,15,0,0,17,0,0,0,5,16,5,72,22,0,0,51,0,5,0,0,277,0,5,0,5,5,0,0
Abrianna,2425,0,1,0,0,0,0,139,367,59,0,0,0,250,109,0,0,0,113,57,26,16,21,25,6,0,36,19,40,10,0,45,0,0,0,24,64,10,171,134,16,10,113,0,15,0,27,422,5,38,0,11,27,0,0
Abrie,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
Abriel,15,30,0.6465422612513722,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,9.5,0,0,0,0,0,0,0
Abriella,466,0,1,0,0,0,0,18,64,13,0,0,0,50,0,0,0,0,21,31,0,5,0,0,0,0,29,0,10,0,0,5,0,0,0,0,0,0,44,21,0,5,31,0,0,0,0,104,0,5,0,10,0,0,0
Abrielle,1949,0,1,0,0,15,0,75,243,45,5,0,0,147,74,0,0,0,89,64,15,14,30,19,19,0,99,25,30,10,0,59,0,0,0,33,10,0,130,96,6,0,140,0,6,0,31,315,8,44,0,38,15,0,0
Abril,5804,0,0.9992801612438814,0,0,11,0,374,1870,136,0,0,0,193,188,0,6,0,374,32,14,0,0,0,10,0,6,22,0,0,0,200,0,0,0,83,39,93,165,15,25,84,10,0,18,0,29,1623,37,36,0,90,21,0,0
Abrina,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abrish,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abron,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absidy,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Abu,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abubakar,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abubakr,0,47,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abundio,0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
Aby,10,0,0.7777777777777778,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abyan,5,16,0,0.7777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Abygail,1195,0,1,0,0,0,0,38,319,16,0,0,0,104,14,0,0,0,63,21,0,19,6,0,0,0,15,17,17,0,0,32,0,0,0,5,0,0,55,32,19,0,37,0,5,0,18,311,6,18,0,8,0,0,0
Abygale,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
