name,number_female,number_male,prob_female,prob_male,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
Baylen,0,141,0,0.8765560165975104,0,0,0,0,5,0,0,0,0,17,6,0,0,0,5,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,0,0,0,0,0,0,0
Bayler,5,5,0,0.7412280701754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
Bayley,485,46,0.805543138131426,0,0,0,10,0,68.5,0,0,0,0,14.5,24,0,0,0,5,28,23,5,0,0,0,0,18,5,5,0,0,18,0,0,0,0,0,0,0,24.5,12,0,0,0,0,0,6,58.5,5,0,0,30,5,0,0
Bayli,185,0,1,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,19,11,0,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,94,5,0,0,0,0,0,0
Baylie,1687,0,0.9917695473251028,0,0,46,7,21,225,8,0,0,0,82,50,0,22,10,74,79,23,17,77,5,0,0,44,0,58,0,5,8,0,0,0,0,0,0,16,149,75,24,27,0,5,0,48,317,105,5,0,45,10,0,0
Baylin,5,0,0,0.5734870317002881,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baylon,0,10,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baylor,386,1661,0,0.7481060606060606,0,74,54,6,24,10,0,0,0,34.5,62.5,0,17,0,5,12.5,6.5,23,88,0,0,0,6.5,8,38.5,30.5,0,26,0,5,0,0,0,0,0,35,110.5,5,0,0,21,0,108.5,206.5,55,37,0,17,0,0,0
Bayne,0,38,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0
Bayron,0,532,0,1,0,0,0,7,182,0,0,0,0,41,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,18,0,0,89,0,0,0,0,0,0,0,0,152,0,5,0,0,0,0,0
Bayyinah,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bb,0,31,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bea,123,0,1,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Beadie,31,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beanna,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Bear,0,270,0,1,0,0,5,6,90,11,0,0,0,12,6,0,5,0,13,5,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,6,11,5,5,6,0,5,0,0,52,10,0,0,6,0,0,0
Beata,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beatrice,160439,30,0.9961456755847216,0,11,2165,2898,1166,7666,1129,2184,354.5,351,2872,4973,1020,1062,262,5650,1915,871,3382,2420.5,6112,2199,1450,6196,2492,2418,4682,321,5742,728,346,900,5115,1527,0,20479,2880,2267,541,11348,1198,3991,321,3254,5685.5,290,4557,672,1130,3499,2199,72
Beatris,541,0,1,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0
Beatrix,886,0,1,0,0,0,0,0,224,21,0,6,0,5,6,0,0,0,74,0,6,0,0,53,16,0,13,39,11,0,0,5,0,0,0,13,0,0,168,24,0,50,39,0,0,0,0,55,0,7,0,46,5,0,0
Beatriz,14718,10,0.9969189629112892,0,0,0,0,407,2894.5,40,24,0,0,925,75,0,0,0,788,0,0,0,0,183,10,0,12,0,0,0,0,111,0,0,0,368,10,57,1062,0,5,49,21,0,0,0,5,4618,10,26,0,123,10,0,0
Beau,55,28251,0,0.9843425155925156,38,259,468,595,1595,778,61,0,5,545.5,650,82,758,405,997,785,542,397,1521,221,134,25,744,1020,767,198,362,318,214,492,24,174,168,295,548,1152,750,581,757,0,71,211,566,1347,748,300,0,560.5,807,98,124
Beauford,0,103,0,0.9902056807051909,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,63,0,0,0,0,0,0,0
Beaufort,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Beaulah,594,0,1,0,0,11,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,13,103,0,0,0,0,0,21,0,0,161,0,0,0,0,0,0,0,5,28,0,0,0,87,0,10,113,0,17,0,0,0,10,0
Beauregard,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful,210,0,1,0,0,0,0,0,74,0,0,0,0,14,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,12,39,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
Beauton,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Beauty,15,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaux,0,289,0,0.9138533178114088,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0
Bebe,202,0,1,0,0,15,0,0,31,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,17,0,0,0,0,64,0,0,0,0,0,0,0
Becca,904,0,1,0,0,0,0,0,69,0,0,0,0,16,5,0,46,0,56,64,5,0,0,5,0,0,62,51,25,0,0,6,0,10,0,0,0,0,34,158,7,0,127,0,0,0,10,115,5,0,0,0,28,0,0
Beck,0,985,0,1,0,0,0,6,226,59,0,0,0,43,11,0,13,5,26,16,0,5,0,0,0,0,31,76,10,0,0,23,0,0,0,5,0,0,10,34,0,6,20,0,0,0,0,185,133,5,0,32,5,0,0
Beckam,0,152,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,7,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100,0,0,0,0,0,0
Beckem,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Becker,0,21,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Becket,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Beckett,64,9293,0,0.966166146645866,13,49,155,171,382,287,81,11,0,293,120,0,242,79,416,274,208,110,75,215,127,59,136.5,447,154.5,19,25,145,93,189,58,83,5,35,306,468,82.5,137,258,17,111,81,197,389.5,255,219,12,304,311,29,13
Beckey,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
Beckham,0,3552,0,0.9910292728989613,0,24,61,116,268,71,0,0,0,142,99,0,72,84,131,118,65,83,67,16,17,0,101,100,99,23,0,103,12,51,0,8,0,24,32,128,123,41,52,0,43,16,79,379,484,34,0,99,87,0,0
Becki,827,0,1,0,0,0,0,5,192,0,0,0,0,5,0,0,17,0,79,16,5,0,0,0,0,0,109,29,12,0,0,0,0,10,0,0,0,0,27,86,6,24,28,0,0,0,0,96,0,0,0,46,35,0,0
Beckie,774,0,1,0,0,0,6,0,205,17,0,0,0,0,0,0,6,0,48,31,0,0,6,0,0,0,68,5,28,0,0,5,0,5,0,0,0,0,12,95,0,5,18,0,0,0,0,190,9,0,0,5,10,0,0
Becky,83293,0,0.9983378542159635,0,82,1335,1371,929,6836,1354,207,106,24,1643,1977,63,2931,894,4320,3459,1670,1411,1412,502,464,357,3772,2928,2864,802,519,2183,557,1182,125,320,641,104,2107,5808,1651,1414,2972,38,822,636,1851,7669,1655,1292,102,2003,2737,900,292
Beddie,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bedelia,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bedford,0,147,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,99,8,0,0,0,0,0,0,0
Bedie,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bee,17,349,0,0.6245421245421245,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
Beecher,0,253,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,100,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,5,0,0,0,0,0
Behruz,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beija,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Beila,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beily,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bejamin,0,29,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bejan,0,6,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bekim,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bela,66,10,0.5450941526263627,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Belal,0,72,0,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belanna,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belem,55,0,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Belen,7019,16,0.9928514694201748,0,0,0,0,388,1731.5,64,0,0,0,223,85,0,0,0,286,0,6,0,0,0,12,0,5,5,0,0,0,98,0,5,0,75,17,61,151,5,5,70,11,0,0,0,0,1759,15,44,0,177,5,0,0
Belia,1457,0,1,0,0,0,0,49,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0
Belicia,128,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,5,0,0,0
Belina,6,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belinda,68202,0,0.9979071616926876,0,17,2750,1126,673,6560,441,328,467,68,3072,2900,104,399,74,2844,1661,654,1732,2328,523,949,412,1857,368,1429,1641,47,2994,54,166,74,1011,523,74,3456,2931,937,343,1848,28,1192,56,1809,11307,126,1776,5,615,402,1032,19
Belisario,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belkis,61,0,1,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belkys,10,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bell,217,0,0.9491193737769079,0,0,12,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,5,10,0,0,0,0,0,0,30,0,26,0,0,0,0,0,0,0,0,0,0,0,0,42,0,12,5,0,11,0,0,0,0,0
Bella,45588,0,0.9993073804722036,0,92,641,358,1218,7715,681,338,56,82,2643,1113,181,360,203,1418,763,341,591,794,1077,586,166,1092,682,734,375,128,1207,118,212,153,1014,245,537,3976,1316,536,491,2027,161,528,84,998,4486,460,749,47,861,613,285,56
Belladonna,13,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellah,61,0,1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Bellamarie,23,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellamy,225,0,0.9565217391304348,0,0,0,0,0,38,5,0,0,0,25,5,0,0,0,7,6,0,0,0,0,0,0,0,6,0,0,0,22,0,0,0,7,0,0,0,16,0,0,9,0,0,0,0,63,0,10,0,6,0,0,0
Bellarose,134,0,1,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Belle,5307,0,1,0,0,102,6,37,554,43,25,0,0,126,242,0,21,5,263,23,0,105,100,65,50,5,150,52,69,20,5,236,0,7,0,154,0,0,1307,148,41,6,369,0,138,0,123,348,80,149,0,25,57,51,0
Bellina,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belma,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Belmira,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belton,0,300,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,6,0,0,0,0,0,0,0
Belva,3967,0,1,0,0,10,79,0,137,5,0,0,0,5,0,0,168,50,141,69,65,261,68,0,20,0,119,25,148,5,0,217,0,107,0,0,5,0,73,231,215,0,327,0,61,101,85,404,101,123,0,0,145,397,0
Belvia,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Belvin,0,11,0,0.9834123222748816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belynda,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0
Ben,23,68857,0,0.9943987100059408,31,2590,1472,998,5610,1282,157,48,0,1927,3480,107,884,340,2729,1206,696,2147,1957,523,279,16,1799,1106,1595,2565,243,2759,102,447,0,897,1003,41,3253,2466,1546,723,1966,0,2629,153,2842,3838,707,1181,0,1242,1063,356,41
Bena,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0
Benaiah,0,235,0,1,0,0,0,0,53,11,0,0,0,13,0,0,0,0,5,7,6,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,10,6,5,11,0,0,0,5,45,0,15,0,19,0,0,0
Benancia,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Benancio,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
Benard,0,226,0,1,0,15,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
Benay,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benedetta,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benedetto,0,247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benedict,0,4206,0,1,0,0,0,10,486,7,52,0,0,28,10,55,6,0,350,35,18,0,10,100,22,0,189,277,18,0,0,0,10,0,0,212,12,0,1351,140,0,0,426,0,0,0,0,152,0,35,0,0,195,0,0
Benedicto,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benetta,6,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benford,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benicia,11,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benicio,0,1127,0,1,0,0,0,64,472,13,11,0,0,61,6,0,0,0,108,0,0,0,0,8,7,0,16,5,5,0,0,0,0,0,0,21,0,0,74,5,0,0,5,0,0,0,0,213,6,0,0,27,0,0,0
Benigna,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Benigno,0,701,0,1,0,0,0,0,191,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0
Benilde,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Benino,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
Benita,9680,0,1,0,0,438,113,22,921,45,0,109,0,274,423,0,5,10,696,218,39,314,150,16,104,5,324,42,168,203,0,465,6,0,0,74,44,0,656,406,56,5,346,0,133,5,239,2128,0,337,0,40,11,90,0
Benito,5,10539,0,0.9976789457921532,0,0,0,253,2245,132,0,0,0,211,17,0,0,0,393,0,5,0,0,0,0,0,28,5,0,0,0,22,0,0,0,70,547,6,500,5,10,0,11,0,0,0,5,2999,0,0,0,75,6,0,0
Benjaman,0,60,0,1,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,10,0,0,0,0,0
Benjamen,0,671,0,1,0,6,0,6,149,5,0,0,0,27,11,0,21,0,35,40,0,0,0,0,0,0,51,14,12,0,0,0,0,0,0,0,0,0,26,85,0,0,56,0,0,0,5,79,0,10,0,6,27,0,0
Benjamin,471,691499,0,0.9966531069524224,1946,5513.5,5416,5101,32263.5,11671,9322,3721,1972,11838,10928.5,2946,10448,3798,14851,16863,6804,5275,4816.5,10621.5,12921,5222,13056.5,9562,14657,6118,2377,20789,2333,5603,4531,15333,4057,2740,22679.5,16214,6720,9304,18008,3260,12486,2235,13679,20279,4604,9790,1909,7635,9273.5,4951,1218
Benjamine,0,40,0,1,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0
Benjaminjoseph,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benji,0,294,0,0.966235632183908,0,17,0,0,51,0,0,0,0,10,41,0,0,0,0,5,0,11,30,0,0,0,0,13,5,7,0,26,0,0,0,0,0,0,12,8,0,5,0,0,18,0,14,15,0,0,0,0,6,0,0
Benjie,0,98,0,0.9669156883671292,0,13,0,0,12,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,5,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0
Benjiman,0,535,0,1,0,45,5,0,19,0,0,0,0,0,105,0,0,0,5,0,5,0,0,0,0,0,0,6,0,5,0,59,0,0,0,0,0,0,6,19,19,0,0,0,56,0,5,120,0,40,0,10,0,6,0
Benjy,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennet,0,134,0,0.9796205200281096,0,0,0,0,31,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
